Company,Ticker,Sector,Sub-Industry
Under Armour (Class C),UA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Union Pacific,UNP,Industrials,Rail Transportation
United Parcel Service,UPS,Industrials,Air Freight & Logistics
United Therapeutics,UTHR,Health Care,Biotechnology
United Wholesale Mortgage,UWMC,Financials,
UnitedHealth Group,UNH,Health Care,Managed Health Care
Univar Solutions,UNVR,Industrials,Trading Companies & Distributors
Universal Display,OLED,Information Technology,Semiconductors
Unum,UNM,Financials,Life & Health Insurance
US Bancorp,USB,Financials,Diversified Banks
Vail Resorts,MTN,Consumer Discretionary,
Valero,VLO,Energy,Oil & Gas Refining & Marketing
Valmont Industries,VMI,Industrials,Industrial Machinery & Supplies & Components
Ventas,VTR,Real Estate,Health Care REITs
Verisign,VRSN,Information Technology,Internet Services & Infrastructure
Verizon,VZ,Communication Services,Integrated Telecommunication Services
Vertex,VRTX,Health Care,Biotechnology
VF Corporation,VFC,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Viatris,VTRS,Health Care,Pharmaceuticals
Vici Properties,VICI,Real Estate,Hotel & Resort REITs
Victoria's Secret,VSCO,Consumer Discretionary,Apparel Retail
Visa,V,Financials,Transaction & Payment Processing Services
Vistra Corp.,VST,Utilities,
Vornado Realty Trust,VNO,Real Estate,Office REITs
W. P. Carey,WPC,Real Estate,
Waste Management,WM,Industrials,Environmental & Facilities Services
Waters,WAT,Health Care,Health Care Distributors
Webster Bank,WBS,Financials,Regional Banks
WEC Energy Group,WEC,Utilities,Electric Utilities
Wells Fargo,WFC,Financials,Diversified Banks
Welltower,WELL,Real Estate,Health Care REITs
Wendy's Company (The),WEN,Consumer Discretionary,Restaurants
Western Alliance Bancorp,WAL,Financials,
Western Digital,WDC,Information Technology,"Technology Hardware, Storage & Peripherals"
Western Union,WU,Information Technology,Data Processing & Outsourced Services
Westlake,WLK,Materials,
Westrock,WRK,Materials,Paper & Plastic Packaging Products & Materials
WeWork,WE,Real Estate,
Wex,WEX,Financials,Transaction & Payment Processing Services
Whirlpool,WHR,Consumer Discretionary,Household Appliances
Williams,WMB,Energy,Oil & Gas Storage & Transportation
Williams-Sonoma,WSM,Consumer Discretionary,Homefurnishing Retail
Willis Towers Watson,WTW,Financials,Insurance Brokers
WillScot Mobile Mini,WSC,Industrials,
Wintrust Financial,WTFC,Financials,Regional Banks
Wix,WIX,Information Technology,
Wolfspeed,WOLF,Information Technology,Semiconductors
WWE,WWE,Communication Services,Movies & Entertainment
Wynn Resorts,WYNN,Consumer Discretionary,Casinos & Gaming
Xcel Energy,XEL,Utilities,Multi-Utilities
Yum! Brands,YUM,Consumer Discretionary,Restaurants
Zebra,ZBRA,Information Technology,Electronic Equipment & Instruments
Zions Bancorporation,ZION,Financials,Regional Banks
Zoetis,ZTS,Health Care,Pharmaceuticals
Zoom,ZM,Information Technology,Application Software
ZoomInfo,ZI,Communication Services,
